HGNC ID	Approved symbol	Approved name	RefSeq IDs	Gene group ID
HGNC:12197	TRBV20OR9-2	T cell receptor beta variable 20/OR9-2 (non-functional)	NG_001337	373
HGNC:12198	TRBV21-1	T cell receptor beta variable 21-1 (pseudogene)	NG_001333	372
HGNC:12199	TRBV21OR9-2	T cell receptor beta variable 21/OR9-2 (pseudogene)	NG_001337	373
HGNC:12200	TRBV22-1	T cell receptor beta variable 22-1 (pseudogene)	NG_001333	372
HGNC:18740	TRBV22OR9-2	T cell receptor beta variable 22/OR9-2 (pseudogene)	NG_001337	373
HGNC:12201	TRBV23-1	T cell receptor beta variable 23-1 (non-functional)	NG_001333	372
HGNC:12202	TRBV23OR9-2	T cell receptor beta variable 23/OR9-2 (pseudogene)	NG_001337	373
HGNC:12203	TRBV24-1	T cell receptor beta variable 24-1	NG_001333	372
HGNC:12204	TRBV24OR9-2	T cell receptor beta variable 24/OR9-2 (pseudogene)	NG_001337	373
HGNC:12205	TRBV25-1	T cell receptor beta variable 25-1	NG_001333	372
HGNC:12206	TRBV25OR9-2	T cell receptor beta variable 25/OR9-2 (pseudogene)	NG_001337	373
HGNC:12207	TRBV26	T cell receptor beta variable 26 (pseudogene)	NG_001333	372
HGNC:15485	TRBV26OR9-2	T cell receptor beta variable 26/OR9-2 (pseudogene)	NG_001337	373
HGNC:12208	TRBV27	T cell receptor beta variable 27	NG_001333	372
HGNC:12209	TRBV28	T cell receptor beta variable 28	NG_001333	372
HGNC:12210	TRBV29-1	T cell receptor beta variable 29-1	NG_001333	372
HGNC:12211	TRBV29OR9-2	T cell receptor beta variable 29/OR9-2 (non-functional)	NG_001337	373
HGNC:12214	TRBV30	T cell receptor beta variable 30	NG_001333	372
HGNC:12247	TRBVA	T cell receptor beta variable A (pseudogene)	NG_001333	372
HGNC:18741	TRBVAOR9-2	T cell receptor beta variable A/OR9-2 (pseudogene)		373
HGNC:12248	TRBVB	T cell receptor beta variable B (pseudogene)	NG_001333	372
HGNC:50321	TRBVC	T cell receptor beta variable C		372
HGNC:12249	TRBVOR9@	T cell receptor beta variable orphans on chromosome 9		
HGNC:35083	TRC-ACA1-1	tRNA-Cys (anticodon ACA) 1-1	NG_008566	1681
HGNC:34706	TRC-GCA1-1	tRNA-Cys (anticodon GCA) 1-1		842
HGNC:34760	TRC-GCA2-1	tRNA-Cys (anticodon GCA) 2-1		842
HGNC:34611	TRC-GCA2-2	tRNA-Cys (anticodon GCA) 2-2		842
HGNC:34666	TRC-GCA2-3	tRNA-Cys (anticodon GCA) 2-3		842
HGNC:34983	TRC-GCA2-4	tRNA-Cys (anticodon GCA) 2-4		842
HGNC:34658	TRC-GCA3-1	tRNA-Cys (anticodon GCA) 3-1		842
HGNC:34650	TRC-GCA4-1	tRNA-Cys (anticodon GCA) 4-1		842
HGNC:34717	TRC-GCA5-1	tRNA-Cys (anticodon GCA) 5-1		842
HGNC:34741	TRC-GCA6-1	tRNA-Cys (anticodon GCA) 6-1		842
HGNC:38575	TRC-GCA7-1	tRNA-Cys (anticodon GCA) 7-1		842
HGNC:34927	TRC-GCA8-1	tRNA-Cys (anticodon GCA) 8-1		842
HGNC:34813	TRC-GCA9-1	tRNA-Cys (anticodon GCA) 9-1		842
HGNC:34982	TRC-GCA9-2	tRNA-Cys (anticodon GCA) 9-2		842
HGNC:34944	TRC-GCA9-3	tRNA-Cys (anticodon GCA) 9-3		842
HGNC:34947	TRC-GCA9-4	tRNA-Cys (anticodon GCA) 9-4		842
HGNC:34871	TRC-GCA10-1	tRNA-Cys (anticodon GCA) 10-1		842
HGNC:34566	TRC-GCA11-1	tRNA-Cys (anticodon GCA) 11-1		842
HGNC:34634	TRC-GCA12-1	tRNA-Cys (anticodon GCA) 12-1		842
HGNC:34925	TRC-GCA13-1	tRNA-Cys (anticodon GCA) 13-1		842
HGNC:35005	TRC-GCA14-1	tRNA-Cys (anticodon GCA) 14-1		842
HGNC:34830	TRC-GCA15-1	tRNA-Cys (anticodon GCA) 15-1		842
HGNC:34708	TRC-GCA16-1	tRNA-Cys (anticodon GCA) 16-1		842
HGNC:34855	TRC-GCA17-1	tRNA-Cys (anticodon GCA) 17-1		842
HGNC:34608	TRC-GCA18-1	tRNA-Cys (anticodon GCA) 18-1		842
HGNC:34739	TRC-GCA19-1	tRNA-Cys (anticodon GCA) 19-1		842
HGNC:34923	TRC-GCA20-1	tRNA-Cys (anticodon GCA) 20-1		842
HGNC:34943	TRC-GCA21-1	tRNA-Cys (anticodon GCA) 21-1		842
HGNC:34588	TRC-GCA22-1	tRNA-Cys (anticodon GCA) 22-1		842
HGNC:34757	TRC-GCA23-1	tRNA-Cys (anticodon GCA) 23-1		842
HGNC:12250	TRC-GCA24-1	tRNA-Cys (GCA) 24-1		1877
HGNC:35017	TRC-GCA25-1	tRNA-Cys (anticodon GCA) 25-1	NG_008503	1681
HGNC:12252	TRD	T cell receptor delta locus	NG_001332	374
HGNC:56197	TRD-AS1	TRD antisense RNA 1	NR_148361	1987
HGNC:34770	TRD-GTC1-1	tRNA-Asp (anticodon GTC) 1-1		842
HGNC:34981	TRD-GTC2-1	tRNA-Asp (anticodon GTC) 2-1		842
HGNC:34798	TRD-GTC2-2	tRNA-Asp (anticodon GTC) 2-2		842
HGNC:34856	TRD-GTC2-3	tRNA-Asp (anticodon GTC) 2-3		842
HGNC:34696	TRD-GTC2-4	tRNA-Asp (anticodon GTC) 2-4		842
HGNC:34682	TRD-GTC2-5	tRNA-Asp (anticodon GTC) 2-5		842
HGNC:34720	TRD-GTC2-6	tRNA-Asp (anticodon GTC) 2-6		842
HGNC:34858	TRD-GTC2-7	tRNA-Asp (anticodon GTC) 2-7		842
HGNC:34802	TRD-GTC2-8	tRNA-Asp (anticodon GTC) 2-8		842
HGNC:34911	TRD-GTC2-9	tRNA-Asp (anticodon GTC) 2-9		842
HGNC:34915	TRD-GTC2-10	tRNA-Asp (anticodon GTC) 2-10		842
HGNC:34951	TRD-GTC2-11	tRNA-Asp (anticodon GTC) 2-11		842
HGNC:34763	TRD-GTC3-1	tRNA-Asp (anticodon GTC) 3-1		842
HGNC:34551	TRD-GTC4-1	tRNA-Asp (GTC) 4-1		1877
HGNC:34620	TRD-GTC5-1	tRNA-Asp (GTC) 5-1		1877
HGNC:34712	TRD-GTC6-1	tRNA-Asp (GTC) 6-1		1877
HGNC:34647	TRD-GTC7-1	tRNA-Asp (GTC) 7-1		
HGNC:35000	TRD-GTC8-1	tRNA-Asp (GTC) 8-1		1877
HGNC:12251	TRD-GTC9-1	tRNA-Asp (anticodon GTC) 9-1		1877
HGNC:35070	TRD-GTC10-1	tRNA-Asp (GTC) 10-1		1877
HGNC:12253	TRDC	T cell receptor delta constant	NG_001332	374
HGNC:12254	TRDD1	T cell receptor delta diversity 1	NG_001332	374
HGNC:12255	TRDD2	T cell receptor delta diversity 2	NG_001332	374
HGNC:12256	TRDD3	T cell receptor delta diversity 3	NG_001332	374
HGNC:12257	TRDJ1	T cell receptor delta joining 1	NG_001332	374
HGNC:12258	TRDJ2	T cell receptor delta joining 2	NG_001332	374
HGNC:12259	TRDJ3	T cell receptor delta joining 3	NG_001332	374
HGNC:12260	TRDJ4	T cell receptor delta joining 4	NG_001332	374
HGNC:2977	TRDMT1	tRNA aspartic acid methyltransferase 1	NM_004412	2060
HGNC:12261	TRDN	triadin		
HGNC:40592	TRDN-AS1	TRDN antisense RNA 1	NR_110844	1987
HGNC:12262	TRDV1	T cell receptor delta variable 1	NG_001332	374
HGNC:12263	TRDV2	T cell receptor delta variable 2	NG_001332	374
HGNC:12264	TRDV3	T cell receptor delta variable 3	NG_001332	374
HGNC:34952	TRE-CTC1-1	tRNA-Glu (anticodon CTC) 1-1		842
HGNC:34651	TRE-CTC1-2	tRNA-Glu (anticodon CTC) 1-2		842
HGNC:34953	TRE-CTC1-3	tRNA-Glu (anticodon CTC) 1-3		842
HGNC:34822	TRE-CTC1-4	tRNA-Glu (anticodon CTC) 1-4		842
HGNC:34576	TRE-CTC1-5	tRNA-Glu (anticodon CTC) 1-5		842
HGNC:34583	TRE-CTC1-6	tRNA-Glu (anticodon CTC) 1-6		842
HGNC:34832	TRE-CTC1-7	tRNA-Glu (anticodon CTC) 1-7		842
HGNC:34978	TRE-CTC2-1	tRNA-Glu (anticodon CTC) 2-1		842
HGNC:34564	TRE-CTC3-1	tRNA-Glu (CTC) 3-1		1877
HGNC:35081	TRE-CTC4-1	tRNA-Glu (CTC) 4-1		
HGNC:34799	TRE-CTC5-1	tRNA-Glu (CTC) 5-1		1877
HGNC:34986	TRE-CTC6-1	tRNA-Glu (anticodon CTC) 6-1		
HGNC:35065	TRE-CTC7-1	tRNA-Glu (anticodon CTC) 7-1	NG_008549	1681
HGNC:34603	TRE-CTC8-1	tRNA-Glu (CTC) 8-1		
HGNC:35069	TRE-CTC9-1	tRNA-Glu (CTC) 9-1		
HGNC:35109	TRE-CTC10-1	tRNA-Glu (CTC) 10-1		
HGNC:35061	TRE-CTC11-1	tRNA-Glu (CTC) 11-1		
HGNC:35010	TRE-CTC12-1	tRNA-Glu (CTC) 12-1		
HGNC:35031	TRE-CTC13-1	tRNA-Glu (CTC) 13-1		
HGNC:35020	TRE-CTC14-1	tRNA-Glu (CTC) 14-1		
HGNC:35104	TRE-CTC15-1	tRNA-Glu (CTC) 15-1		
HGNC:35105	TRE-CTC16-1	tRNA-Glu (anticodon CTC) 16-1	NG_008586	1681
HGNC:34675	TRE-CTC17-1	tRNA-Glu (CTC) 17-1		
HGNC:35067	TRE-CTC18-1	tRNA-Glu (CTC) 18-1		
HGNC:34987	TRE-TTC1-1	tRNA-Glu (anticodon TTC) 1-1		842
HGNC:34901	TRE-TTC1-2	tRNA-Glu (anticodon TTC) 1-2		842
HGNC:34589	TRE-TTC2-1	tRNA-Glu (anticodon TTC) 2-1		842
HGNC:34622	TRE-TTC2-2	tRNA-Glu (anticodon TTC) 2-2		842
HGNC:12265	TRE-TTC3-1	tRNA-Glu (anticodon TTC) 3-1		842
HGNC:38581	TRE-TTC4-1	tRNA-Glu (anticodon TTC) 4-1		842
HGNC:34976	TRE-TTC4-2	tRNA-Glu (anticodon TTC) 4-2		842
HGNC:34590	TRE-TTC5-1	tRNA-Glu (TTC) 5-1		1877
HGNC:35037	TRE-TTC6-1	tRNA-Glu (anticodon TTC) 6-1	NG_008523	1681
HGNC:35028	TRE-TTC7-1	tRNA-Glu (anticodon TTC) 7-1	NG_008514	1681
HGNC:34627	TRE-TTC8-1	tRNA-Glu (anticodon TTC) 8-1		1681
HGNC:54204	TRE-TTC8-2	tRNA-Glu (TTC) 8-2		1877
HGNC:35093	TRE-TTC9-1	tRNA-Glu (anticodon TTC) 9-1	NG_008576	1681
HGNC:35025	TRE-TTC10-1	tRNA-Glu (anticodon TTC) 10-1	NG_008510	1681
HGNC:34691	TRE-TTC11-1	tRNA-Glu (anticodon TTC) 11-1		1681
HGNC:34557	TRE-TTC12-1	tRNA-Glu (anticodon TTC) 12-1		1681
HGNC:34613	TRE-TTC13-1	tRNA-Glu (anticodon TTC) 13-1		1681
HGNC:35058	TRE-TTC14-1	tRNA-Glu (anticodon TTC) 14-1		842
HGNC:35057	TRE-TTC15-1	tRNA-Glu (TTC) 15-1		
HGNC:34773	TRE-TTC16-1	tRNA-Glu (TTC) 16-1		
HGNC:12266	TREH	trehalase	NM_007180	1650
HGNC:51907	TREHP1	trehalase pseudogene 1		
HGNC:17760	TREM1	triggering receptor expressed on myeloid cells 1	NM_018643	590|471
HGNC:17761	TREM2	triggering receptor expressed on myeloid cells 2	NM_018965	590
HGNC:20434	TREML1	triggering receptor expressed on myeloid cells like 1	NM_178174	590
HGNC:21092	TREML2	triggering receptor expressed on myeloid cells like 2	NM_024807	590
HGNC:30806	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene		
HGNC:30807	TREML4	triggering receptor expressed on myeloid cells like 4		590
HGNC:30808	TREML5P	triggering receptor expressed on myeloid cells like 5, pseudogene		
HGNC:18273	TRERF1	transcriptional regulating factor 1	NM_033502	532
HGNC:44307	TRERNA1	translation regulatory long non-coding RNA 1	NR_051976	1992
HGNC:12268	TRESMCR	symbol withdrawn, see [HGNC:12629](/data/gene-symbol-report/#!/hgnc_id/HGNC:12629)		
HGNC:12269	TREX1	three prime repair exonuclease 1	NM_033629	1659|544
HGNC:12270	TREX2	three prime repair exonuclease 2	NM_080701	544
HGNC:34699	TRF-GAA1-1	tRNA-Phe (anticodon GAA) 1-1		842
HGNC:34817	TRF-GAA1-2	tRNA-Phe (anticodon GAA) 1-2		842
HGNC:34984	TRF-GAA1-3	tRNA-Phe (anticodon GAA) 1-3		842
HGNC:33259	TRF-GAA1-4	tRNA-Phe (anticodon GAA) 1-4		842
HGNC:34814	TRF-GAA1-5	tRNA-Phe (anticodon GAA) 1-5		842
HGNC:34873	TRF-GAA1-6	tRNA-Phe (anticodon GAA) 1-6		842
HGNC:33255	TRF-GAA2-1	tRNA-Phe (anticodon GAA) 2-1		842
HGNC:34732	TRF-GAA3-1	tRNA-Phe (anticodon GAA) 3-1		842
HGNC:34859	TRF-GAA4-1	tRNA-Phe (anticodon GAA) 4-1		842
HGNC:34707	TRF-GAA5-1	tRNA-Phe (anticodon GAA) 5-1		842
HGNC:34825	TRF-GAA6-1	tRNA-Phe (anticodon GAA) 6-1		842
HGNC:34990	TRF-GAA7-1	tRNA-Phe (anticodon GAA) 7-1		1681
HGNC:35016	TRF-GAA8-1	tRNA-Phe (anticodon GAA) 8-1		1681
HGNC:35110	TRF-GAA9-1	tRNA-Phe (anticodon GAA) 9-1	NG_008591	1681
HGNC:35072	TRF-GAA10-1	tRNA-Phe (anticodon GAA) 10-1	NG_008555	1681
HGNC:35045	TRF-GAA11-1	tRNA-Phe (anticodon GAA) 11-1	NG_008530	1681
HGNC:35044	TRF-GAA12-1	tRNA-Phe (anticodon GAA) 12-1	NG_008529	1681
HGNC:12271	TRG	T cell receptor gamma locus	NG_001336	375
HGNC:48974	TRG-AS1	T cell receptor gamma locus antisense RNA 1	NR_040085	1987
HGNC:38580	TRG-CCC1-1	tRNA-Gly (anticodon CCC) 1-1		842
HGNC:34864	TRG-CCC1-2	tRNA-Gly (anticodon CCC) 1-2		842
HGNC:34794	TRG-CCC2-1	tRNA-Gly (anticodon CCC) 2-1		842
HGNC:14183	TRG-CCC2-2	tRNA-Gly (anticodon CCC) 2-2		842
HGNC:34841	TRG-CCC3-1	tRNA-Gly (anticodon CCC) 3-1		842
HGNC:35059	TRG-CCC4-1	tRNA-Gly (CCC) 4-1		1877
HGNC:34604	TRG-CCC5-1	tRNA-Gly (CCC) 5-1		1877
HGNC:35073	TRG-CCC6-1	tRNA-Gly (CCC) 6-1		1877
HGNC:35030	TRG-CCC7-1	tRNA-Gly (CCC) 7-1		1877
HGNC:50798	TRG-CCC8-1	tRNA-Gly (anticodon CCC) 8-1		1681
HGNC:34934	TRG-GCC1-1	tRNA-Gly (anticodon GCC) 1-1		842
HGNC:34815	TRG-GCC1-2	tRNA-Gly (anticodon GCC) 1-2		842
HGNC:34793	TRG-GCC1-3	tRNA-Gly (anticodon GCC) 1-3		842
HGNC:34722	TRG-GCC1-4	tRNA-Gly (anticodon GCC) 1-4		842
HGNC:34850	TRG-GCC1-5	tRNA-Gly (anticodon GCC) 1-5		842
HGNC:34948	TRG-GCC2-1	tRNA-Gly (anticodon GCC) 2-1		842
HGNC:34771	TRG-GCC2-2	tRNA-Gly (anticodon GCC) 2-2		842
HGNC:34881	TRG-GCC2-3	tRNA-Gly (anticodon GCC) 2-3		842
HGNC:34533	TRG-GCC2-4	tRNA-Gly (anticodon GCC) 2-4		842
HGNC:34725	TRG-GCC2-5	tRNA-Gly (anticodon GCC) 2-5		842
HGNC:12273	TRG-GCC2-6	tRNA-Gly (anticodon GCC) 2-6		842
HGNC:12282	TRG-GCC3-1	tRNA-Gly (anticodon GCC) 3-1		842
HGNC:34838	TRG-GCC4-1	tRNA-Gly (anticodon GCC) 4-1		842
HGNC:34783	TRG-GCC5-1	tRNA-Gly (anticodon GCC) 5-1		842
HGNC:34641	TRG-GCC6-1	tRNA-Gly (GCC) 6-1		1877
HGNC:12274	TRG-TCC1-1	tRNA-Gly (anticodon TCC) 1-1		842
HGNC:34623	TRG-TCC2-1	tRNA-Gly (anticodon TCC) 2-1		842
HGNC:34823	TRG-TCC2-2	tRNA-Gly (anticodon TCC) 2-2		842
HGNC:34703	TRG-TCC2-3	tRNA-Gly (anticodon TCC) 2-3		842
HGNC:34751	TRG-TCC2-4	tRNA-Gly (anticodon TCC) 2-4		842
HGNC:34598	TRG-TCC2-5	tRNA-Gly (anticodon TCC) 2-5		842
HGNC:34570	TRG-TCC2-6	tRNA-Gly (anticodon TCC) 2-6		842
HGNC:34769	TRG-TCC3-1	tRNA-Gly (anticodon TCC) 3-1		842
HGNC:34554	TRG-TCC4-1	tRNA-Gly (anticodon TCC) 4-1		842
HGNC:35032	TRG-TCC5-1	tRNA-Gly (anticodon TCC) 5-1	NG_008517	1681
HGNC:35086	TRG-TCC6-1	tRNA-Gly (anticodon TCC) 6-1	NG_008569	1681
HGNC:12275	TRGC1	T cell receptor gamma constant 1	NG_001336	375
HGNC:12276	TRGC2	T cell receptor gamma constant 2	NG_001336	375
HGNC:12277	TRGJ1	T cell receptor gamma joining 1	NG_001336	375
HGNC:12278	TRGJ2	T cell receptor gamma joining 2	NG_001336	375
HGNC:12279	TRGJP	T cell receptor gamma joining P	NG_001336	375
HGNC:12280	TRGJP1	T cell receptor gamma joining P1	NG_001336	375
HGNC:12281	TRGJP2	T cell receptor gamma joining P2	NG_001336	375
HGNC:12283	TRGP1	tRNA glycine (GCC) pseudogene 1		
HGNC:12284	TRGV1	T cell receptor gamma variable 1 (non-functional)	NG_001336	375
HGNC:12287	TRGV2	T cell receptor gamma variable 2	NG_001336	375
HGNC:12288	TRGV3	T cell receptor gamma variable 3	NG_001336	375
HGNC:12289	TRGV4	T cell receptor gamma variable 4	NG_001336	375
HGNC:12290	TRGV5	T cell receptor gamma variable 5	NG_001336	375
HGNC:12291	TRGV5P	T cell receptor gamma variable 5P (pseudogene)	NG_001336	375
HGNC:12292	TRGV6	T cell receptor gamma variable 6 (pseudogene)	NG_001336	375
HGNC:12293	TRGV7	T cell receptor gamma variable 7 (pseudogene)	NG_001336	375
HGNC:12294	TRGV8	T cell receptor gamma variable 8	NG_001336	375
HGNC:12295	TRGV9	T cell receptor gamma variable 9	NG_001336	375
HGNC:12285	TRGV10	T cell receptor gamma variable 10 (non-functional)	NG_001336	375
HGNC:12286	TRGV11	T cell receptor gamma variable 11 (non-functional)	NG_001336	375
HGNC:12296	TRGVA	T cell receptor gamma variable A (pseudogene)	NG_001336	375
HGNC:12297	TRGVB	T cell receptor gamma variable B (pseudogene)	NG_001336	375
HGNC:12298	TRH	thyrotropin releasing hormone	NM_007117	542|1902
HGNC:34535	TRH-GTG1-1	tRNA-His (anticodon GTG) 1-1		842
HGNC:34902	TRH-GTG1-2	tRNA-His (anticodon GTG) 1-2		842
HGNC:34874	TRH-GTG1-3	tRNA-His (anticodon GTG) 1-3		842
HGNC:34736	TRH-GTG1-4	tRNA-His (anticodon GTG) 1-4		842
HGNC:34538	TRH-GTG1-5	tRNA-His (anticodon GTG) 1-5		842
HGNC:33260	TRH-GTG1-6	tRNA-His (anticodon GTG) 1-6		842
HGNC:34536	TRH-GTG1-7	tRNA-His (anticodon GTG) 1-7		842
HGNC:34537	TRH-GTG1-8	tRNA-His (anticodon GTG) 1-8		842
HGNC:34624	TRH-GTG1-9	tRNA-His (anticodon GTG) 1-9		842
HGNC:34918	TRH-GTG2-1	tRNA-His (GTG) 2-1		1877
HGNC:34805	TRH-GTG3-1	tRNA-His (anticodon GTG) 3-1		
HGNC:30748	TRHDE	thyrotropin releasing hormone degrading enzyme	NM_013381	1437
HGNC:27471	TRHDE-AS1	TRHDE antisense RNA 1	NR_026836	1987
HGNC:12299	TRHR	thyrotropin releasing hormone receptor		220
HGNC:34812	TRI-AAT1-1	tRNA-Ile (anticodon AAT) 1-1		842
HGNC:34630	TRI-AAT2-1	tRNA-Ile (anticodon AAT) 2-1		842
HGNC:34776	TRI-AAT3-1	tRNA-Ile (anticodon AAT) 3-1		842
HGNC:34961	TRI-AAT4-1	tRNA-Ile (anticodon AAT) 4-1		842
HGNC:34715	TRI-AAT5-1	tRNA-Ile (anticodon AAT) 5-1		842
HGNC:34904	TRI-AAT5-2	tRNA-Ile (anticodon AAT) 5-2		842
HGNC:34877	TRI-AAT5-3	tRNA-Ile (anticodon AAT) 5-3		842
HGNC:34839	TRI-AAT5-4	tRNA-Ile (anticodon AAT) 5-4		842
HGNC:34955	TRI-AAT5-5	tRNA-Ile (anticodon AAT) 5-5		842
HGNC:34940	TRI-AAT6-1	tRNA-Ile (anticodon AAT) 6-1		842
HGNC:34710	TRI-AAT7-1	tRNA-Ile (anticodon AAT) 7-1		842
HGNC:34970	TRI-AAT7-2	tRNA-Ile (anticodon AAT) 7-2		842
HGNC:34656	TRI-AAT8-1	tRNA-Ile (anticodon AAT) 8-1		842
HGNC:12300	TRI-AAT9-1	tRNA-Ile (anticodon AAT) 9-1		842
HGNC:35034	TRI-AAT10-1	tRNA-Ile (anticodon AAT) 10-1	NG_008519	1681
HGNC:35047	TRI-AAT11-1	tRNA-Ile (anticodon AAT) 11-1	NG_008532	1681
HGNC:35054	TRI-AAT12-1	tRNA-Ile (anticodon AAT) 12-1		842
HGNC:34694	TRI-GAT1-1	tRNA-Ile (anticodon GAT) 1-1		842
HGNC:34609	TRI-GAT1-2	tRNA-Ile (anticodon GAT) 1-2		842
HGNC:34996	TRI-GAT1-3	tRNA-Ile (anticodon GAT) 1-3		842
HGNC:34891	TRI-TAT1-1	tRNA-Ile (anticodon TAT) 1-1		842
HGNC:34828	TRI-TAT2-1	tRNA-Ile (anticodon TAT) 2-1		842
HGNC:34587	TRI-TAT2-2	tRNA-Ile (anticodon TAT) 2-2		842
HGNC:34693	TRI-TAT2-3	tRNA-Ile (anticodon TAT) 2-3		842
HGNC:34916	TRI-TAT3-1	tRNA-Ile (anticodon TAT) 3-1		842
HGNC:26937	TRIAP1	TP53 regulated inhibitor of apoptosis 1	NM_016399	
HGNC:31659	TRIAP1P1	TP53 regulated inhibitor of apoptosis 1 pseudogene 1		
HGNC:16891	TRIB1	tribbles pseudokinase 1	NM_025195	
HGNC:30809	TRIB2	tribbles pseudokinase 2	NM_021643	1691
HGNC:16228	TRIB3	tribbles pseudokinase 3	NM_021158	
HGNC:12301	TRIC5	symbol withdrawn, see [HGNC:1616](/data/gene-symbol-report/#!/hgnc_id/HGNC:1616)		
HGNC:12302	TRICY1	trichilemmal cyst 1		
HGNC:22200	TRIL	TLR4 interactor with leucine rich repeats	NM_014817	
HGNC:15974	TRIM2	tripartite motif containing 2		58|59
HGNC:10064	TRIM3	tripartite motif containing 3	NM_006458	59|58
HGNC:16275	TRIM4	tripartite motif containing 4	NM_033017	58|59
HGNC:16276	TRIM5	tripartite motif containing 5	NM_033034	59|58
HGNC:16277	TRIM6	tripartite motif containing 6	NM_001003818	58|59
HGNC:33440	TRIM6-TRIM34	TRIM6-TRIM34 readthrough	NM_001003819	
HGNC:16278	TRIM7	tripartite motif containing 7	NM_203296	59|58
HGNC:40764	TRIM7-AS1	TRIM7 antisense RNA 1		1987
HGNC:56031	TRIM7-AS2	TRIM7 antisense RNA 2		1987
HGNC:15579	TRIM8	tripartite motif containing 8	NM_030912	59|58
HGNC:55573	TRIM8-DT	TRIM8 divergent transcript		1990
HGNC:16288	TRIM9	tripartite motif containing 9	NM_015163	59|555|58
HGNC:10072	TRIM10	tripartite motif containing 10		58|59
HGNC:16281	TRIM11	tripartite motif containing 11	NM_145214	59|1691|58
HGNC:9976	TRIM13	tripartite motif containing 13	NM_001007278	58|59
HGNC:16283	TRIM14	tripartite motif containing 14	NM_014788	59
HGNC:16284	TRIM15	tripartite motif containing 15	NM_033229	59|58
HGNC:17241	TRIM16	tripartite motif containing 16	NM_006470	59
HGNC:32670	TRIM16L	tripartite motif containing 16 like	NM_001037330	
HGNC:13430	TRIM17	tripartite motif containing 17	NM_016102	58|59
HGNC:11312	TRIM21	tripartite motif containing 21	NM_003141	58|59
HGNC:16379	TRIM22	tripartite motif containing 22	NM_006074	59|58|870
HGNC:660	TRIM23	tripartite motif containing 23	NM_001656	58|357|59
HGNC:11812	TRIM24	tripartite motif containing 24	NM_015905	59|1232|58|88
HGNC:12932	TRIM25	tripartite motif containing 25	NM_005082	58|59|1691
HGNC:12962	TRIM26	tripartite motif containing 26	NM_003449	58|59
HGNC:31338	TRIM26BP	tripartite motif containing 26B, pseudogene		59
HGNC:9975	TRIM27	tripartite motif containing 27	NM_030950	59|58
HGNC:16384	TRIM28	tripartite motif containing 28	NM_005762	58|88|694|59|1691|1232
HGNC:17274	TRIM29	tripartite motif containing 29	NM_012101	59
HGNC:16289	TRIM31	tripartite motif containing 31		58|59
HGNC:39761	TRIM31-AS1	TRIM31 antisense RNA 1		1987
HGNC:16380	TRIM32	tripartite motif containing 32	NM_012210	58|59
HGNC:16290	TRIM33	tripartite motif containing 33	NM_015906	59|1232|58|88
HGNC:10063	TRIM34	tripartite motif containing 34	NM_001003827	58|59
HGNC:16285	TRIM35	tripartite motif containing 35	NM_171982	58|59
HGNC:16280	TRIM36	tripartite motif containing 36	NM_018700	58|59|555
HGNC:41422	TRIM36-IT1	TRIM36 intronic transcript 1		1989
HGNC:7523	TRIM37	tripartite motif containing 37	NM_015294	58|59
HGNC:10059	TRIM38	tripartite motif containing 38		58|59
HGNC:10065	TRIM39	tripartite motif containing 39	NM_172016	58|59
HGNC:38845	TRIM39-RPP21	TRIM39-RPP21 readthrough	NM_001199119.1	
HGNC:18736	TRIM40	tripartite motif containing 40		58|59
HGNC:19013	TRIM41	tripartite motif containing 41	NM_201627	59|58
HGNC:19014	TRIM42	tripartite motif containing 42	NM_152616	58|870|694|59|555
HGNC:19015	TRIM43	tripartite motif containing 43	NM_138800	59|58
HGNC:37146	TRIM43B	tripartite motif containing 43B		59|58
HGNC:43981	TRIM43CP	tripartite motif containing 43C, pseudogene		59
HGNC:19016	TRIM44	tripartite motif containing 44	NM_017583	59
HGNC:19018	TRIM45	tripartite motif containing 45	NM_025188	58|59
HGNC:19019	TRIM46	tripartite motif containing 46	NM_025058	59|58
HGNC:19020	TRIM47	tripartite motif containing 47		58|59
HGNC:19021	TRIM48	tripartite motif containing 48		59|58
HGNC:13431	TRIM49	tripartite motif containing 49	NM_020358	59|58
HGNC:42955	TRIM49B	tripartite motif containing 49B		59|58
HGNC:38877	TRIM49C	tripartite motif containing 49C	NM_001195234	59|58
HGNC:43973	TRIM49D1	tripartite motif containing 49D1	NM_001206627	59|58
HGNC:37217	TRIM49D2	tripartite motif containing 49D2	NM_001105522	58|59
HGNC:19017	TRIM50	tripartite motif containing 50	NM_178125	59|58
HGNC:19023	TRIM51	tripartite motif-containing 51	NM_032681	58|59
HGNC:37145	TRIM51BP	tripartite motif-containing 51B, pseudogene	NG_011760	59
HGNC:43968	TRIM51CP	tripartite motif-containing 51C, pseudogene		59
HGNC:43969	TRIM51DP	tripartite motif-containing 51D, pseudogene		59
HGNC:43970	TRIM51EP	tripartite motif-containing 51E, pseudogene		59
HGNC:43966	TRIM51FP	tripartite motif-containing 51F, pseudogene		59
HGNC:43972	TRIM51G	tripartite motif-containing 51G	NM_001396075	59
HGNC:43977	TRIM51HP	tripartite motif-containing 51H, pseudogene		59
HGNC:43978	TRIM51JP	tripartite motif-containing 51J, pseudogene		59
HGNC:19024	TRIM52	tripartite motif containing 52	NM_032765	59|58
